FCI,slug,nazov,vyska_verejna,hmotnost_verejna,sekcia_verejna,image_url,zistenia,obrazok_http_status,obrazok_content_type
92,pyrenejsky-mastif,Pyrenejský mastif,72–77 cm,,Molosoidné plemená – horský typ,/media/articles/2026/ee75a4f5-3616-455f-8f18-afe81c07f909.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
96,rafeiro-do-alentejo,Rafeiro do Alentejo,64–74 cm,35–60 kg,Molosoidné plemená – horský typ,/media/articles/2026/eddb92ad-ebfc-4f97-b6fe-d454516ae8cc.png,editorial_complete=0,200,image/png
64,rakusky-pinc,Rakúsky pinč,42–50 cm,,Pinče,/media/articles/2026/c170e3c4-8477-47fd-a9e9-45a09e84f427.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
147,rotvajler,Rotvajler,56–68 cm,35–60 kg,Molosoidné plemená – mastifový typ,/images/breeds/rotvajler.webp,editorial_complete=0,200,image/webp
357,rumunsky-bukovinsky-ovciak,Rumunský bukovinský ovčiak,64–78 cm,,Molosoidné plemená – horský typ,/media/articles/2026/bfe42bb0-7523-413e-83e6-92fbf082b550.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
327,rusky-cierny-terier,Ruský čierny teriér,68–76 cm,45–60 kg,Čierny ruský teriér,/media/articles/2026/29b389a7-e337-49ae-854f-f3ce2d08c493.jpg,editorial_complete=0,200,image/jpeg
335,stredoazijsky-ovciak,Stredoázijský ovčiak,65–70 cm,40–50 kg,Molosoidné plemená – horský typ,/media/articles/2026/3ffa4dcd-6772-4582-bced-0c06cedc378a.webp,editorial_complete=0,200,image/webp
61,svatobernardsky-pes,Svätobernardský pes,65–90 cm,,Molosoidné plemená – horský typ,/media/articles/2026/d36747e7-e2ea-4b41-a636-bbd9bd30b61f.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
230,tibetska-doga,Tibetská doga,61–66 cm,,Molosoidné plemená – horský typ,/media/articles/2026/6226adc2-2f29-48e0-a593-33d60cfcb12c.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
355,tornjak,Tornjak,60–70 cm,,Molosoidné plemená – horský typ,/media/articles/2026/e3eee901-bb67-4c3f-b5cb-59cbfaac5719.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
260,tosa,Tosa,55–60 cm,,Molosoidné plemená – mastifový typ,/media/articles/2026/53bbbfad-71dd-4568-a8f1-0a77644b9271.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
183,trpaslici-bradac,Trpasličí bradáč,30–35 cm,4–8 kg,Bradáče,/media/articles/2026/748fc2b2-1165-4cf8-b7a0-2aa3cd58b2a1.jpg,editorial_complete=0,200,image/jpeg
185,trpaslici-pinc,Trpasličí pinč,25–30 cm,4–6 kg,Pinče,/media/articles/2026/f997e095-5f44-45e1-a85b-a9dc5001061d.png,editorial_complete=0,200,image/png
181,velky-bradac,Veľký bradáč,60–70 cm,35–47 kg,Bradáče,/media/articles/2026/27b2e3eb-9f7c-4d60-8600-888d460e2913.jpg,editorial_complete=0,200,image/jpeg
58,velky-svajciarsky-salasnicky-pes,Veľký švajčiarsky salašnícky pes,60–72 cm,,Švajčiarske salašnícke a pastierske psy,/media/articles/2026/df6bb1a2-35e3-46e9-ad60-c805cc55b170.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
309,sarpej,Šarpej,44–51 cm,,Molosoidné plemená – mastifový typ,/media/articles/2026/dea5c8ae-c421-453f-b306-30dde79108e5.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
41,sarplaninec,Šarplaninec,58–62 cm,30–45 kg,Molosoidné plemená – horský typ,/media/articles/2026/15396986-6363-455f-9f30-97da5d7883c5.png,editorial_complete=0,200,image/png
91,spanielsky-mastif,Španielsky mastif,72–77 cm,,Molosoidné plemená – horský typ,/media/articles/2026/d3c59b89-d022-48bf-9e49-17cbf84da5a9.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
7,airedalsky-terier,Airedalský teriér,56–61 cm,,Veľké a stredné teriéry,/media/articles/2026/e2cb2f0e-b20c-4f6a-8492-46c0d5d37b0d.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
286,americky-stafordsirsky-terier,Americký stafordšírsky teriér,43–48 cm,,Teriéry typu bull,/media/articles/2026/023e42e1-8b26-4482-93f9-9ab79ff8da85.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
13,anglicky-toy-terier-black-tan,Anglický toy teriér (black & tan),25–30 cm,"2,7–3,6 kg",Toy teriéry,/media/articles/2026/ec39e517-9322-4f51-9e34-4b3a533b0226.webp,editorial_complete=0,200,image/webp
236,australsky-hodvabny-terier,Austrálsky hodvábny teriér,23–26 cm,,Toy teriéry,/media/articles/2026/132907b5-404d-45c3-973d-5de80aa09e45.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
8,australsky-terier,Austrálsky teriér,25 cm,"6,5 kg",Malé teriéry,/media/articles/2026/4b2b125f-aa68-41d0-b82f-25b012507de4.jpg,editorial_complete=0,200,image/jpeg
9,bedlingtonsky-terier,Bedlingtonský teriér,41 cm,8–10 kg,Veľké a stredné teriéry,/media/articles/2026/2da81bed-b7ef-4ee2-ac39-c8480c21cf58.jpg,editorial_complete=0,200,image/jpeg
10,border-terier,Border teriér,,"5,1–7,1 kg",Veľké a stredné teriéry,/media/articles/2026/d59e9a86-3847-49fa-9c92-181fee4f33d8.jpg,chybajuca verejna vyska; editorial_complete=0,200,image/jpeg
341,brazilsky-terier,Brazílsky teriér,33–40 cm,10 kg,Veľké a stredné teriéry,/media/articles/2026/7cd56eb5-374f-481e-bab9-4bf54f101f93.png,editorial_complete=0,200,image/png
11,bullterier,Bullteriér,,,Teriéry typu bull,/media/articles/2026/8965fdc7-a17b-4d89-8f82-a2f13aace45a.jpg,chybajuca verejna vyska; chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
4,cairn-terier,Cairn teriér,28–31 cm,"6–7,5 kg",Malé teriéry,/media/articles/2026/6d3212eb-a954-4fb1-9f40-8500c1f92c4d.jpg,editorial_complete=0,200,image/jpeg
168,dandie-dinmont-terier,Dandie Dinmont teriér,,8–11 kg,Malé teriéry,/media/articles/2026/6d720875-8ae8-40ae-a5a1-585cf1b7bc63.jpg,chybajuca verejna vyska; editorial_complete=0,200,image/jpeg
169,drotsrsty-foxterier,Drôtosrstý foxteriér,39 cm,"8,25 kg",Veľké a stredné teriéry,/media/articles/2026/79b620f0-34c0-4059-9e49-c2efcdbeac97.jpg,editorial_complete=0,200,image/jpeg
12,hladkosrsty-foxterier,Hladkosrstý foxteriér,39 cm,7–8 kg,Veľké a stredné teriéry,/media/articles/2026/03190d51-7553-4165-8235-d4b1d6ef035d.jpg,editorial_complete=0,200,image/jpeg
345,jack-russell-terier,Jack Russell teriér,25–30 cm,5–8 kg,Malé teriéry,/images/breeds/jack-russell-terier.webp,editorial_complete=0,200,image/webp
259,japonsky-terier,Japonský teriér,30–33 cm,,Malé teriéry,/media/articles/2026/a059072a-677a-4316-9b04-9f072554267a.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
3,kerry-blue-terier,Kerry Blue teriér,"44,5–49,5 cm",15–18 kg,Veľké a stredné teriéry,/media/articles/2026/0d80e871-ac10-4169-832a-223891cb1d26.jpg,editorial_complete=0,200,image/jpeg
70,lakeland-terier,Lakeland teriér,37 cm,"6,8–7,7 kg",Veľké a stredné teriéry,/media/articles/2026/29370617-a28a-4e69-9f9a-153d92dacd46.jpg,editorial_complete=0,200,image/jpeg
71,manchester-terier,Manchester teriér,38–41 cm,,Veľké a stredné teriéry,/media/articles/2026/b1e664d8-4dd5-4b2d-a852-d82321fc4e5d.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
359,miniaturny-bullterier,Miniatúrny bullteriér,"35,5 cm",,Teriéry typu bull,/media/articles/2026/6e4f5e23-f282-4df7-b41d-516f554bc401.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
103,nemecky-polovny-terier,Nemecký poľovný teriér,33–40 cm,"7,5–10 kg",Veľké a stredné teriéry,/media/articles/2026/a671a07f-319f-49f5-a692-9ddd2aa4411b.jpg,editorial_complete=0,200,image/jpeg
272,norfolk-terier,Norfolk teriér,25 cm,,Malé teriéry,/media/articles/2026/487d723c-90cf-4a6e-9784-5a5813cd34c8.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
72,norwich-terier,Norwich teriér,25 cm,,Malé teriéry,/media/articles/2026/4904b4e8-7730-4d43-9890-1197bb2b279b.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
339,parson-russell-terier,Parson Russell teriér,31–38 cm,,Veľké a stredné teriéry,/media/articles/2026/8ebb5492-c90e-4590-87dc-73c2972b975e.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
74,sealyhamsky-terier,Sealyhamský teriér,31 cm,"8,2–9 kg",Malé teriéry,/media/articles/2026/fc5c7bf7-97eb-4306-abbc-5c451df77e5e.png,editorial_complete=0,200,image/png
75,skye-terier,Skye teriér,25–26 cm,,Malé teriéry,/media/articles/2026/aa997345-c819-4ed8-8d5f-e2f640c459f4.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
76,stafordshirsky-bulterier,Stafordšírsky bulteriér,"35,5–40,5 cm",11–17 kg,Teriéry typu bull,/media/articles/2026/fb384968-1f8e-452e-8fff-eac85ca864f9.webp,editorial_complete=0,200,image/webp
78,walesky-terier,Waleský teriér,39 cm,"9–9,5 kg",Veľké a stredné teriéry,/media/articles/2026/13c0c0df-8343-4659-8f94-5e695e61561b.webp,editorial_complete=0,200,image/webp
85,west-highland-white-terier,West Highland White teriér,28 cm,,Malé teriéry,/media/articles/2026/a87d1adc-b96c-40b1-a1d4-fa7312f8d730.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
86,yorkshirsky-terier,Yorkshirský teriér,,"3,2 kg",Toy teriéry,/media/articles/2026/a0a6592e-3f15-406b-9726-6d64bdf5b761.webp,chybajuca verejna vyska; editorial_complete=0,200,image/webp
302,irsky-glen-of-imaal-terier,Írsky Glen of Imaal teriér,"35,5 cm",16 kg,Veľké a stredné teriéry,/media/articles/2026/e514a486-d171-4415-91aa-ccd78f4e7bff.jpg,editorial_complete=0,200,image/jpeg
40,irsky-jemnosrsty-psenicny-terier,Írsky jemnosrstý pšeničný teriér,46–48 cm,"18–20,5 kg",Veľké a stredné teriéry,/media/articles/2026/d1482861-dfe9-4086-9b8f-113f6ab35426.png,editorial_complete=0,200,image/png
139,irsky-terier,Írsky teriér,"45,5 cm","11,4–12,25 kg",Veľké a stredné teriéry,/media/articles/2026/bc467ef8-a582-4cfb-a50d-dc9107e42738.jpg,editorial_complete=0,200,image/jpeg
246,cesky-terier,Český teriér,25–32 cm,6–10 kg,Malé teriéry,/media/articles/2026/b7fe8db5-434a-4cde-893a-242ceac1f148.jpg,editorial_complete=0,200,image/jpeg
73,skotsky-terier,Škótsky teriér,25–28 cm,,Malé teriéry,/media/articles/2026/0960ea6e-7b31-427b-a630-fd8341a33964.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
148,jazvecik,Jazvečík,,"približne 3,5–9 kg podľa variety",,/images/breeds/jazvecik.webp,chybajuca verejna vyska; chybajuci nazov sekcie; editorial_complete=0,200,image/webp
255,akita,Akita,58–70 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/2b89e40f-4588-4991-8ae2-b400b5113c02.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
243,aljasky-malamut,Aljašský malamut,"58,5–63,5 cm",34–38 kg,Severské záprahové psy,/media/articles/2026/c248df6e-5d1a-4e52-9117-f78472550f12.png,editorial_complete=0,200,image/png
344,americka-akita,Americká akita,61–71 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/c80f1376-8b96-4807-997d-f918ccc02d45.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
43,basenji,Basenji,40–43 cm,"9,5–11 kg",Primitívne plemená,/media/articles/2026/4d9b942f-5a46-4361-b8a0-563a8486642a.png,editorial_complete=0,200,image/png
199,cirneco-dell-etna,Cirneco dell’Etna,44–50 cm,8–13 kg,Primitívne plemená – poľovné psy,/media/articles/2026/775c162c-2dea-4b2b-8825-9febe052596a.png,editorial_complete=0,200,image/png
291,eurazijsky-pes,Eurázijský pes,48–60 cm,22–32 kg,Ázijské špice a príbuzné plemená,/media/articles/2026/80fbec8f-cc17-4b0e-ab92-0ab0518016e5.png,editorial_complete=0,200,image/png
248,faraonsky-pes,Faraónsky pes,53–64 cm,,Primitívne plemená,/media/articles/2026/305867db-0100-4f77-9c88-6ec2a0b89437.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
189,finsky-laponsky-pes,Fínsky laponský pes,41–52 cm,,Severské strážne a pastierske psy,/media/articles/2026/09150c91-5f94-4d74-82a3-7f6964bd7b29.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
49,finsky-spic,Fínsky špic,39–50 cm,,Severské poľovné psy,/media/articles/2026/09f175c4-36e6-46dd-a689-38757745daba.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
274,gronsky-pes,Grónsky pes,55–60 cm,,Severské záprahové psy,/media/articles/2026/bbc490ad-396c-432e-ab8c-a07d64ed7800.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
261,hokkaido,Hokkaido,"45,5–51,5 cm",,Ázijské špice a príbuzné plemená,/media/articles/2026/0fae268d-0bb4-44a3-8c98-4de061df5cdd.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
89,ibizsky-podenco,Ibizský podenco,60–72 cm,,Primitívne plemená – poľovné psy,/media/articles/2026/04eb8c6b-329c-4206-a77a-d1f149c24050.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
289,islandsky-ovciak,Islandský ovčiak,42–46 cm,,Severské strážne a pastierske psy,/media/articles/2026/26116147-dee4-4703-a1bc-85a6a1a1edfb.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
262,japonsky-spic,Japonský špic,30–38 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/78ada663-006c-4b36-a5e1-d9fb0886e09b.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
42,jamthund,Jämthund,52–65 cm,,Severské poľovné psy,/media/articles/2026/3ea6e850-d004-4e09-a524-a53af7cd471c.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
317,kai,Kai,45–50 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/e65ee0be-3ac0-4e6d-a8e0-58010537741a.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
211,kanadsky-eskimacky-pes,Kanadský eskimácky pes,50–70 cm,18–40 kg,Severské záprahové psy,/media/articles/2026/74282df5-ea1f-4b54-8b4c-3b36d2ce8188.png,editorial_complete=0,200,image/png
273,kanaansky-pes,Kanaánsky pes,50–60 cm,18–25 kg,Primitívne plemená,/media/articles/2026/eeb14df0-5f5e-4267-be0e-9020da09f555.png,editorial_complete=0,200,image/png
48,karelsky-medvedi-pes,Karelský medvedí pes,49–60 cm,17–28 kg,Severské poľovné psy,/media/articles/2026/efdb63fd-75b6-4948-98e6-02ef1086a29a.png,editorial_complete=0,200,image/png
318,kishu,Kishu,49–52 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/9aef3a3e-3b4b-46eb-ba0b-398b6c3a82c4.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
334,korejsky-jindo,Kórejský Jindo,45–55 cm,15–23 kg,Ázijské špice a príbuzné plemená,/media/articles/2026/fce08ecf-c039-4cbb-a149-95d448ec038a.png,editorial_complete=0,200,image/png
284,laponsky-pastiersky-pes,Laponský pastiersky pes,43–55 cm,,Severské strážne a pastierske psy,/media/articles/2026/76c2fcea-d71f-4dc6-a68b-6b69563d6ee6.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
97,nemecky-spic,Nemecký špic,18–55 cm,,Európske špice,/media/articles/2026/21441b5d-d77a-4773-95ec-af86e1bfc849.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
276,norrbottenspets,Norrbottenspets,40–47 cm,,Severské poľovné psy,/media/articles/2026/d08f4176-5eb5-4bb0-83f4-70ad092fea76.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
237,norsky-buhund,Nórsky buhund,41–47 cm,,Severské strážne a pastierske psy,/media/articles/2026/6171f2bd-44ac-4e2d-9dc4-f61004c7c186.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
265,norsky-lundehund,Nórsky lundehund,32–38 cm,6–7 kg,Severské poľovné psy,/media/articles/2026/36f1e60f-2090-41eb-927d-166831ec3136.webp,editorial_complete=0,200,image/webp
242,norsky-sivy-losi-pes,Nórsky sivý losí pes,47–54 cm,,Severské poľovné psy,/media/articles/2026/5be80a89-1728-4cb1-8f58-9bd6b046459c.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
268,norsky-cierny-losi-pes,Nórsky čierny losí pes,43–49 cm,,Severské poľovné psy,/media/articles/2026/cbeaee78-cc4f-4e55-b639-c62ce691a095.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
310,peruansky-nahac,Peruánsky naháč,25–65 cm,4–30 kg,Primitívne plemená,/media/articles/2026/de8d1443-13b5-4469-8a87-b7eb5e835776.png,editorial_complete=0,200,image/png
329,podenco-canario,Podenco Canario,53–64 cm,,Primitívne plemená – poľovné psy,/media/articles/2026/b7e0bfd9-1843-4a6c-8eb8-272d595e49a7.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
94,portugalsky-podengo,Portugalský podengo,20–70 cm,4–30 kg,Primitívne plemená – poľovné psy,/media/articles/2026/c3600bc6-f72c-43b3-bd9e-d55da3f11611.webp,editorial_complete=0,200,image/webp
304,rusko-europska-lajka,Rusko-európska lajka,48–58 cm,,Severské poľovné psy,/media/articles/2026/64ff30bf-ee08-4182-acf1-182edaa6cca2.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
212,samojed,Samojed,50–60 cm,,Severské záprahové psy,/media/articles/2026/ddf1b266-7ecc-4df7-90b9-e679b4a5caec.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
257,shiba,Shiba,35–41 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/5bcd1f66-82aa-4f17-97fb-fa42b4dba67d.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
319,shikoku,Shikoku,49–52 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/748c1899-c480-4a44-912e-c411b4e63e30.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
270,sibirsky-husky,Sibírsky husky,"50,5–60 cm","15,5–28 kg",Severské záprahové psy,/images/breeds/sibirsky-husky.webp,editorial_complete=0,200,image/webp
348,taiwansky-pes,Taiwanský pes,43–53 cm,12–18 kg,Primitívne plemená – poľovné psy,/media/articles/2026/e2a8feba-75e2-41c1-94d7-e4040f024d52.png,editorial_complete=0,200,image/png
195,taliansky-volpino,Taliansky volpino,25–30 cm,,Európske špice,/media/articles/2026/49dbb022-fb22-4827-b897-15ce379925f9.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
358,thajsky-bangkaewsky-pes,Thajský bangkaewský pes,41–55 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/4cb0f1f9-e87b-4800-be1f-0d7ce38753e5.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
338,thajsky-ridgeback,Thajský ridgeback,51–61 cm,,Primitívne plemená – poľovné psy,/media/articles/2026/a3f3f358-fda7-47ca-b12d-946a04e33d9e.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
305,vychodosibirska-lajka,Východosibírska lajka,53–64 cm,,Severské poľovné psy,/media/articles/2026/d8f5e12d-5d73-4ba6-825b-548c0cf9cb78.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
234,xoloitzcuintle,Xoloitzcuintle,25–60 cm,,Primitívne plemená,/media/articles/2026/5642a193-e91d-4023-b9ba-5503300e8008.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
306,zapadosibirska-lajka,Západosibírska lajka,51–62 cm,,Severské poľovné psy,/media/articles/2026/4830742a-690f-4e55-bb63-0a2177f4ba6f.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
205,cau-cau,Čau-čau,46–56 cm,,Ázijské špice a príbuzné plemená,/media/articles/2026/46cd4260-a2df-468a-b341-85c14ee9ae0d.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
135,svedsky-laponsky-pes,Švédsky laponský pes,40–51 cm,,Severské strážne a pastierske psy,/media/articles/2026/b20c0ea3-a39c-4806-9372-0ca8014a7aff.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
14,svedsky-vallhund,Švédsky vallhund,29–33 cm,,Severské strážne a pastierske psy,/media/articles/2026/c6a6fd02-fe79-40c5-b1cc-e964d8e5bb03.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
254,alpsky-jazvecikovity-duric,Alpský jazvečíkovitý durič,34–42 cm,,Farbiare,/media/articles/2026/010e31f6-20c8-46ea-bb94-c976f4d85683.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
303,americky-foxhound,Americký foxhound,"53–63,5 cm",,Duriče veľkých plemien,/media/articles/2026/dd31aebd-f1b3-4b6c-89ad-d62acd1d3b51.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
159,anglicky-foxhound,Anglický foxhound,58–64 cm,,Duriče veľkých plemien,/media/articles/2026/bbfb11a6-f692-43ef-a0ca-e54b94dc9011.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
20,ariegeois,Ariégeois,50–58 cm,,Duriče stredných plemien,/media/articles/2026/e0d5f910-9303-47f2-9208-5dcb2ee55b4b.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
28,artoisky-duric,Artoiský durič,53–58 cm,,Duriče stredných plemien,/media/articles/2026/08b10b8f-eba5-465e-9723-5cfe52750b40.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
36,basset-fauve-de-bretagne,Basset Fauve de Bretagne,32–38 cm,,Duriče malých plemien,/media/articles/2026/b9343d64-8fd4-477a-913b-1d5311445d63.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
163,basset-hound,Basset Hound,33–38 cm,,Duriče malých plemien,/media/articles/2026/12db28cc-0cdb-4a52-adf5-ce5302bd4571.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
217,bavorsky-farbiar,Bavorský farbiar,44–52 cm,,Farbiare,/media/articles/2026/45e59cb9-46c4-40f0-b581-8e5334f7d75b.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
290,beagle-harrier,Beagle-Harrier,45–50 cm,,Duriče stredných plemien,/media/articles/2026/10142f22-f546-4c0d-b4b3-bff2a98074cf.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
25,billy,Billy,58–70 cm,,Duriče veľkých plemien,/media/articles/2026/2b7fa2eb-c2ab-46d7-a8c5-6181697ef14d.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
84,bloodhound-chien-de-saint-hubert,Bloodhound (Chien de Saint-Hubert),58–72 cm,40–54 kg,Duriče veľkých plemien,/media/articles/2026/95c39476-bcbc-4a4e-97f3-83d640b775a8.webp,editorial_complete=0,200,image/webp
155,bosniansky-hrubosrsty-duric-barak,Bosniansky hrubosrstý durič – Barak,46–56 cm,16–24 kg,Duriče stredných plemien,/media/articles/2026/71b153a9-9dd7-47ef-a920-bf60edce63ad.webp,editorial_complete=0,200,image/webp
275,brazilsky-stopar,Brazílsky stopár,56–65 cm,21–33 kg,Duriče veľkých plemien,/media/articles/2026/405b4bc3-366f-42b9-aed9-a4fd77f107b5.jpg,editorial_complete=0,200,image/jpeg
19,briquet-griffon-vendeen,Briquet Griffon Vendéen,48–55 cm,,Duriče stredných plemien,/media/articles/2026/15f16853-45b4-4a29-8a1e-b6c36ad4c7c8.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
161,bigl,Bígl,33–40 cm,,Duriče malých plemien,/media/articles/2026/2072178b-d084-4d6e-a2a4-5484dac6ec10.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
153,dalmatinsky-pes,Dalmatínsky pes,54–62 cm,,Príbuzné plemená,/media/articles/2026/94391930-5f8c-4a71-bbdc-71684ae08094.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
130,drever,Drever,30–38 cm,,Duriče malých plemien,/media/articles/2026/6f3ec9c6-d0ef-4c22-be78-ad1481b4f785.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
316,francuzsky-bielo-oranzovy-duric,Francúzsky bielo-oranžový durič,60–70 cm,,Duriče veľkých plemien,/media/articles/2026/b2597358-13c1-44c9-b0b1-149074a1f5cc.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
220,francuzsky-bielo-cierny-duric,Francúzsky bielo-čierny durič,62–72 cm,,Duriče veľkých plemien,/media/articles/2026/345ec6f9-0bfa-4100-8fe4-eb769379c213.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
219,francuzsky-trojfarebny-duric,Francúzsky trojfarebný durič,60–72 cm,,Duriče veľkých plemien,/media/articles/2026/db1c46dc-48fb-4855-b317-0beb26e8d6a4.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
51,finsky-duric,Fínsky durič,52–61 cm,,Duriče stredných plemien,/media/articles/2026/e22fa86c-0c49-4a9d-b00a-727cc0241020.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
21,gaskonsky-saintongeonsky-duric-velky-typ,Gaskonský saintongeonský durič – veľký typ,62–72 cm,,Duriče veľkých plemien,/media/articles/2026/8b51d8e2-7cdf-42c0-bbab-e7fb8119ecac.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
33,grand-basset-griffon-vendeen,Grand Basset Griffon Vendéen,39–44 cm,,Duriče malých plemien,/media/articles/2026/a87b6de1-f178-4430-be5a-10c04f0c61c1.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
267,haldenov-duric,Haldenov durič,50–60 cm,,Duriče stredných plemien,/media/articles/2026/17ea0980-a84b-4563-b70c-8100ce8c9eee.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
132,hamiltonstovare,Hamiltonstövare,49–61 cm,,Duriče stredných plemien,/media/articles/2026/1e8c9f2a-254b-4bb6-a525-693db40732d2.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
213,hannoversky-farbiar,Hannoverský farbiar,48–55 cm,,Farbiare,/media/articles/2026/82b09f16-90d1-495d-930c-1951590ac786.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
295,harrier,Harrier,48–55 cm,,Duriče stredných plemien,/media/articles/2026/d0fed7c4-7537-484e-a608-4989b42fab7d.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
214,helensky-duric,Helénsky durič,45–55 cm,17–20 kg,Duriče stredných plemien,/media/articles/2026/638a098a-e34c-418f-9a53-1760a3d4e761.jpg,editorial_complete=0,200,image/jpeg
266,hygenov-duric,Hygenov durič,47–58 cm,,Duriče stredných plemien,/media/articles/2026/8bc3d0aa-af93-4af3-893c-54b1bc02e8b2.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
